proposicao,autoria,ementa,data_leitura,dias_ate_22_09_2026,documentos_no_processo,documentos_de_resposta,respostas_legiveis,remetido_ao_sei,encerrado,etapa,id_proposicao
REQ 2175/2025,Deputado Fábio Felix,"Requer informações junto à Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural (Seagri), à Companhia Imobiliária de Brasília (Terracap), à Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB/DF), à Secretaria de Desenvolvimento Urbano e Habitação do DF (Seduh) e à Empresa de Regularização de Terras Rurais (ETR), a respeito da situação fática e jurídica de área.",2025-08-11,407,3,0,0,sim,sim,Apresentação,153610
REQ 2179/2025,Deputado Fábio Felix,"Requer informações à Secretaria de Obras e Infraestrutura do Distrito Federal - SODF e à Secretaria de Cultura e Economia Criativa - SECEC acerca do projeto de criação do Museu da Bíblia em Brasília.

",2025-08-11,407,3,0,0,sim,sim,Apresentação,153394
REQ 218/2023,Deputado Fábio Felix,Requer informações à Secretaria de Estado de Segurança Pública do Distrito Federal sobre feminicídios praticados com armas de fogo.,2023-03-01,1301,3,0,0,sim,sim,Apresentação,10490
REQ 219/2023,Deputado Fábio Felix,"Requer à Secretaria de Mobilidade Urbana do Distrito Federal informações acerca da pane geral do Metrô-DF, do fechamento das estações e  paralisação das composições urbanas - os trens - em 28.02.2023",2023-03-01,1301,3,0,0,sim,sim,Apresentação,10971
REQ 2193/2025,Deputado Max Maciel,"Requer informações à Secretaria de Estado de Cultura e Economia Criativa do Distrito Federal sobre a reforma do Cine Itapuã, localizado no Gama - RA II.",2025-08-18,400,3,0,0,sim,sim,Apresentação,153641
REQ 2195/2025,"Deputada Dayse Amarilio, Deputada Dayse Amarilio","Requer informações ao Instituto de Gestão Estratégica de Saúde (IGESDF) acerca das condições do ambiente de trabalho na Diretoria de Inovação, Ensino e Pesquisa (DIEP)",2025-08-18,400,4,0,0,sim,sim,Apresentação,153792
REQ 2199/2025,Deputado Gabriel Magno,"Requer a Tramitação do Projeto de Lei 1.182/2025, que “Autoriza o BRB - Banco de Brasília a adquirir participação em instituições financeiras sediadas no Brasil e no exterior, empresas com atividades próprias ou complementares às do setor financeiro, inclusive no ramo de tecnologia da informação (TI) e empresas com objetos sociais relacionados às atividades previstas no artigo 144, § 1º da Lei Orgânica do DF” na Comissão de Assuntos Sociais.",2025-08-19,399,5,3,0,nao,sim,Apresentação,153841
REQ 2200/2025,Deputado Gabriel Magno,"Requer informações ao Secretário de Estado de Obras do Distrito Federal sobre a obra de restauração do viaduto que liga o Eixo Rodoviário Leste (ERL) ao Eixo Rodoviário Oeste (ERW), no início da Asa Norte.
",2025-08-19,399,3,0,0,sim,sim,Apresentação,153846
REQ 2201/2025,Deputado Fábio Felix,"Requer informações à Secretaria de Segurança Pública - SSP e à Secretaria de Justiça e Cidadania - SEJUS acerca do atendimento e apuração de crimes cibernéticos, bem como medidas preventivas e dados sobre violência sexual e exploração de crianças e adolescentes no Distrito Federal.",2025-08-19,399,3,0,0,sim,sim,Apresentação,153731
REQ 2202/2025,Deputado Fábio Felix,Requer informações à Secretaria de Estado Segurança Pública do Distrito Federal sobre afastamentos por motivos de saúde mental ,2025-08-19,399,3,0,0,sim,sim,Apresentação,153704
REQ 2203/2025,Deputado Fábio Felix,"Requer informações junto à Companhia Urbanizadora da Nova Capital (NOVACAP), a respeito da destinação do crédito suplementar à Lei Orçamentária Anual do Distrito Federal no valor de R$ 214.839.073,00,  que originou a Lei n°
7.736, de 11 de agosto de 2025.",2025-08-19,399,3,0,0,sim,sim,Apresentação,153694
REQ 2204/2025,Deputado Gabriel Magno,Requer informações ao Secretário de Estado de Transporte e Mobilidade do Distrito Federal a respeito da fixação de bolas de concretos colocadas pela empresa responsável pela concessão da Rodoviária do Plano Piloto.,2025-08-19,399,3,0,0,sim,sim,Apresentação,153850
REQ 2205/2025,Deputado Gabriel Magno,"Requer ao Banco de Brasília (BRB) informações, dados e relatórios relacionados ao Projeto de Lei n.º 1.882/2025, que “ Autoriza o BRB - Banco de Brasília a adquirir participação em instituições financeiras sediadas no Brasil e no exterior, empresas com atividades próprias ou complementares às do setor financeiro, inclusive no ramo de tecnologia da informação (TI) e empresas com objetos sociais relacionados às atividades previstas no artigo 144, § 1º da Lei Orgânica do DF”.",2025-08-19,399,4,1,0,sim,sim,Apresentação,153852
REQ 2208/2025,Deputado Max Maciel,"Requer interstício de 1 (um) dia, para votação em 2º turno, do Projeto  de Lei 1.882, de 2025, que ""Autoriza o BRB - Banco de Brasília a adquirir participação em instituições financeiras sediadas no Brasil e no exterior, empresas com atividades próprias ou complementares às do setor financeiro, inclusive no ramo de tecnologia da informação (TI) e empresas com objetos sociais relacionados às atividades previstas no artigo 144, § 1º da Lei Orgânica do DF"", aprovado na Sessão Ordinária de 19 de agosto de 2025.",2025-08-19,399,2,0,0,nao,sim,Apresentação,153854
REQ 2214/2025,Deputado Gabriel Magno,"Requer ao Poder Executivo, por meio da Secretaria de Estado de Educação do Distrito Federal, informações sobre as ações, os ciclos de planejamento estratégico e o acompanhamento de medidas estruturantes previstas para o exercício das funções do Presidente do Conselho de Educação do Distrito Federal - CEDF.",2025-08-21,397,3,0,0,sim,sim,Apresentação,153803
REQ 2218/2025,Deputado Gabriel Magno,Requer informações à Secretaria de Estado de Desenvolvimento Social do Distrito Federal a respeito do atraso no repasse de recursos públicos destinados à execução de termos de parceria.,2025-08-25,393,3,0,0,sim,sim,Apresentação,153917
REQ 2226/2025,Deputada Dayse Amarilio,Solicita informações à Secretaria de Estado da Mulher do Distrito Federal acerca do funcionamento e dos atendimentos do Comitê de Proteção à Mulher.,2025-08-27,391,3,0,0,sim,sim,Apresentação,153938
REQ 2227/2025,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado da Mulher do Distrito Federal acerca das alterações propostas à estrutura e composição do Conselho dos Direitos da Mulher do DF (CDM), conforme substitutivo ao Projeto de Lei nº 169/2023, com ênfase na exclusão de membros da composição atual, na consulta ao conselho vigente e nos procedimentos previstos para a transição institucional.",2025-08-27,391,3,0,0,sim,sim,Apresentação,153952
REQ 2236/2025,Deputado Chico Vigilante,"Requer, nos termos do art. 60, XXXIII, da Lei Orgânica do Distrito Federal, informações ao Secretário de Estado de Saúde do Distrito Federal, sobre pacientes com neoplasia maligna (câncer) no Distrito Federal.",2025-09-03,384,3,0,0,sim,sim,Apresentação,154110
REQ 2237/2025,Deputada Paula Belmonte,"Requer informações sobre as áreas com maior índice de criminalidade na região da M Norte, para subsidiar plano de segurança comunitária.",2025-09-03,384,3,0,0,sim,sim,Apresentação,154142
REQ 2246/2025,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações à Excelentíssima Senhora Secretária de Estado de Educação do Distrito Federal.
",2025-09-08,379,3,0,0,sim,sim,Apresentação,154186
REQ 2249/2025,Deputado Fábio Felix,Requer informações ao BRB S.A. sobre a operação de aquisição do Banco Master,2025-09-09,378,3,0,0,sim,sim,Apresentação,154193
REQ 2250/2025,Deputado Fábio Felix,Requer informações ao Banco de Brasília S.A. a respeito de indícios de operações atípicas,2025-09-09,378,3,0,0,sim,sim,Apresentação,154164
REQ 2259/2025,Deputado Max Maciel,Requer informações à Secretaria de Estado de Saúde Distrito Federal sobre a situação do fornecimento de medicamentos e funcionamento das Unidades Básicas de Saúde (UBS) localizadas no Recanto das Emas - RA XV.,2025-09-11,376,3,0,0,sim,sim,Apresentação,154206
REQ 226/2023,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações a Excelentíssima Senhora Secretária de Estado de Educação do Distrito Federal, acerca da oferta do transporte escolar na Região Administrativa de São Sebastião-RA-XIV. ",2023-03-02,1300,3,0,0,sim,sim,Apresentação,11013
REQ 2260/2025,Deputado Max Maciel,"Requer informações à Secretaria de Estado de Esporte e Lazer do Distrito Federal sobre o estádio Adonir Guimarães, localizado em Planaltina - RA VI.",2025-09-11,376,3,0,0,sim,sim,Apresentação,154120
REQ 2261/2025,Deputado Max Maciel,"Requer informações à Secretaria de Estado de Esporte e Lazer do Distrito Federal sobre o Ginásio de Múltiplas Funções, localizado em Planaltina - RA VI.",2025-09-11,376,3,0,0,sim,sim,Apresentação,154090
REQ 2262/2025,Deputado Gabriel Magno,Requer informações à Secretaria de Estado de Saúde do Distrito Federal a respeito da lotação de trabalhadores não vinculados à Secretaria em questão nas dependências do Hospital Regional da Asa Norte.,2025-09-11,376,3,0,0,sim,sim,Apresentação,154335
REQ 2263/2025,Deputada Dayse Amarilio,Requer informações à Subsecretaria de Gestão de Pessoas – SUGEP/SES-DF acerca das nomeações sem efeito dos concursos para Agentes Comunitários de Saúde (ACS) e Agentes de Vigilância Ambiental em Saúde (AVAS).,2025-09-11,376,3,0,0,sim,sim,Apresentação,154318
REQ 2265/2025,Deputado Gabriel Magno,Requer informações à Secretaria de Estado de Turismo do Distrito Federal – SETUR/DF sobre a restauração da Casa do Artesão de Planaltina-DF. ,2025-09-15,372,3,0,0,sim,sim,Apresentação,154352
REQ 2267/2025,Deputado Gabriel Magno,"Requer informações ao Poder Executivo, por intermédio da Casa Civil do Distrito Federal, a respeito do falecimento de cidadãos sob custódia em instituições vinculadas ao sistema de execução penal distrital.",2025-09-15,372,3,0,0,sim,sim,Apresentação,154378
REQ 227/2023,Deputado Gabriel Magno,REQUER À SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL INFORMAÇÕES SOBRE O PLANEJAMENTO PARA A CONTRATAÇÃO DE MONITORES ESCOLARES EM 2023.,2023-03-02,1300,3,0,0,sim,sim,Apresentação,11014
REQ 2276/2025,Deputado Fábio Felix,Requer informações à Secretaria de Estado de Saúde do Distrito Federal –SES/DF sobre a produção e os indicadores assistenciais do Instituto de Cardiologia e Transplantes do Distrito Federal – ICTDF.,2025-09-18,369,3,0,0,sim,sim,Apresentação,154336
REQ 2282/2025,Deputada Dayse Amarilio,Requer informações à Subsecretaria de Gestão de Pessoas – SUGEP/SES-DF acerca da gestão de pessoal na Secretaria de Estado de Saúde do Distrito Federal,2025-09-18,369,3,0,0,sim,sim,Apresentação,154459
REQ 2290/2025,Comissão de Saúde,Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES acerca das devoluções dos servidores do Hospital de Base que estavam cedidos ao Instituto de Gestão Estratégica de Saúde - IGESDF.,2025-09-24,363,3,0,0,sim,sim,Apresentação,154520
REQ 2293/2025,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal sobre a situação das equipes de Saúde da Família atualmente instaladas no Centro Olímpico de Planaltina e os planos para constituição de uma Unidade Básica de Saúde adequada para atender a população local.,2025-09-25,362,3,0,0,sim,sim,Apresentação,154555
REQ 2294/2025,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca de pontos discutidos na audiência pública de apresentação do 1º Relatório Detalhado do Quadrimestre Anterior (RDQA) de 2025, no tocante a Gestão da Política de Atenção à Pessoa em Situação de Violência - RAV, NUPAV, CEPAV. ",2025-09-25,362,3,0,0,sim,sim,Apresentação,154556
REQ 2307/2025,Deputada Paula Belmonte,"Requer informações junto à Secretaria de Estado de Desenvolvimento Urbano e Habitação (SEDUH), a respeito da regularização do Condomínio Porto Rico, localizado em Santa Maria – RA XIII",2025-10-02,355,3,0,0,sim,sim,Apresentação,154647
REQ 2308/2025,Deputada Paula Belmonte,"Requer informações junto à Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB), a respeito da regularização do Condomínio Porto Rico, localizado em Santa Maria – RA XIII.",2025-10-02,355,3,0,0,sim,sim,Apresentação,154649
REQ 2309/2025,Deputada Paula Belmonte,"Requer informações junto ao Brasília Ambiental (IBRAM), a respeito da regularização do Condomínio Porto Rico, localizado em Santa Maria – RA XIII.",2025-10-02,355,3,0,0,sim,sim,Apresentação,154650
REQ 231/2023,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca da aplicação da Lei Federal nº 14.443, de 2 de setembro de 2022.",2023-03-07,1295,3,0,0,sim,sim,Apresentação,11027
REQ 2310/2025,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal sobre a destinação de recursos federais da Rede Alyne,2025-10-02,355,3,0,0,sim,sim,Apresentação,154664
REQ 2315/2025,Deputado Max Maciel,"Requer informações à Neoenergia Distribuição Brasília sobre quedas de energia no Condomínio Belvedere Green, localizado no Jardim Botânico - RA XXVII.",2025-10-06,351,3,0,0,sim,sim,Apresentação,154670
REQ 2321/2025,Deputado Rogério Morro da Cruz,Requer o encaminhamento de solicitação de informações ao Excelentíssimo Senhor Secretário de Estado de Saúde do Distrito Federal acerca da implantação da Política Nacional de Cuidados Paliativos no âmbito do Distrito Federal.,2025-10-08,349,3,0,0,sim,sim,Apresentação,154739
REQ 2327/2025,Deputada Paula Belmonte,"Requer informações junto à Agência de Desenvolvimento do Distrito Federal – Terracap a respeito das coordenadas UTM da poligonal de regularização da 2ª Etapa do Setor Placa da Mercedes, localizado no Núcleo Bandeirante – RA VIII.",2025-10-14,343,3,0,0,sim,sim,Apresentação,154669
REQ 2334/2025,Deputado Ricardo Vale,Requer o encaminhamento de pedido de informações ao Secretário de Estado de Economia do Distrito Federal.,2025-10-15,342,3,0,0,sim,sim,Apresentação,154869
REQ 2340/2025,Deputado Fábio Felix,Requer informações à SEAPE e à SES a respeito da letalidade e da atenção à saúde no sistema prisional,2025-10-20,337,3,0,0,sim,sim,Apresentação,154671
REQ 2341/2025,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal – SES/DF sobre o fornecimento de canabidiol no Programa de Prevenção à Epilepsia e Assistência Integral às Pessoas com Epilepsia, bem como sobre o incentivo à pesquisa científica com cannabis no Distrito Federal. ",2025-10-20,337,3,0,0,sim,sim,Apresentação,154895
REQ 2342/2025,Deputado Fábio Felix,Requer informações a respeito do Centro de Ensino Especial de Deficientes Visuais ,2025-10-20,337,3,0,0,sim,sim,Apresentação,154890
REQ 2343/2025,Deputado Fábio Felix,Requer informações a respeito do fornecimento de alimentação no sistema prisional e no sistema sócio-educativo,2025-10-20,337,3,0,0,sim,sim,Apresentação,154487
REQ 2345/2025,Deputado Max Maciel,Requer informações à Secretaria de Estado de Saúde sobre a construção do Centro de Atenção Psicossocial (CAPS III) no Gama – RA II.,2025-10-20,337,3,0,0,sim,sim,Apresentação,154779
REQ 2346/2025,Deputado Max Maciel,Requer informações à Secretaria de Estado de Saúde sobre a participação do Distrito Federal no Novo PAC Saúde.,2025-10-20,337,3,0,0,sim,sim,Apresentação,154887
REQ 2347/2025,Deputada Paula Belmonte,"Requer informações junto à Secretaria de Estado de Desenvolvimento Urbano e Habitação (SEDUH), a respeito da regularização do Condomínio Vila Rabelo, localizado em Sobradinho II – RA XXVI.",2025-10-20,337,3,0,0,sim,sim,Apresentação,154923
REQ 2348/2025,Deputada Paula Belmonte,"Requer informações junto à Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB), a respeito da regularização do Condomínio Vila Rabelo, localizado em Sobradinho II – RA XXVI.",2025-10-20,337,3,0,0,sim,sim,Apresentação,154924
REQ 2349/2025,Deputada Paula Belmonte,"Requer informações junto ao Brasília Ambiental (IBRAM), a respeito da regularização do Condomínio Vila Rabelo, localizado em Sobradinho II – RA XXVI.",2025-10-20,337,3,0,0,sim,sim,Apresentação,154925
